,eof2,lat,lon
0,-0.406408,6.97653,250.312
0,-0.391504,6.97653,253.125
0,-0.381691,6.97653,255.938
0,-0.3825,6.97653,258.75
0,-0.396588,6.97653,261.562
0,-0.429754,6.97653,264.375
0,-0.472458,6.97653,267.188
0,-0.495121,6.97653,270
0,-0.50295,6.97653,272.812
0,-0.412148,6.97653,275.625
0,-0.381086,4.18592,278.438
0,0.0807295,4.18592,151.875
0,0.0493588,4.18592,154.688
0,0.0142558,4.18592,157.5
0,-0.0448849,4.18592,160.312
0,-0.107866,4.18592,163.125
0,-0.184286,4.18592,165.938
0,-0.253276,4.18592,168.75
0,-0.312977,4.18592,171.562
0,-0.343454,4.18592,174.375
0,-0.359317,4.18592,177.188
0,-0.384051,4.18592,180
0,-0.412218,4.18592,182.812
0,-0.458974,4.18592,185.625
0,-0.509414,4.18592,188.438
0,-0.567223,4.18592,191.25
0,-0.601853,4.18592,194.062
0,-0.617938,4.18592,196.875
0,-0.622121,4.18592,199.688
0,-0.622904,4.18592,202.5
0,-0.622727,4.18592,205.312
0,-0.622956,4.18592,208.125
0,-0.624602,4.18592,210.938
0,-0.626934,4.18592,213.75
0,-0.630123,4.18592,216.562
0,-0.645919,4.18592,219.375
0,-0.668017,4.18592,222.188
0,-0.673167,4.18592,225
0,-0.680391,4.18592,227.812
0,-0.721164,4.18592,230.625
0,-0.728858,4.18592,233.438
0,-0.670396,4.18592,236.25
0,-0.643928,4.18592,239.062
0,-0.643056,4.18592,241.875
0,-0.640434,4.18592,244.688
0,-0.637311,4.18592,247.5
0,-0.615994,4.18592,250.312
0,-0.599499,4.18592,253.125
0,-0.599881,4.18592,255.938
0,-0.58629,4.18592,258.75
0,-0.555236,4.18592,261.562
0,-0.538668,4.18592,264.375
0,-0.529344,4.18592,267.188
0,-0.517093,4.18592,270
0,-0.498622,4.18592,272.812
0,-0.433309,4.18592,275.625
0,0,1.39531,278.438
0,0.0812721,1.39531,151.875
0,0.0409785,1.39531,154.688
0,-0.00434979,1.39531,157.5
0,-0.0739034,1.39531,160.312
0,-0.145955,1.39531,163.125
0,-0.226749,1.39531,165.938
0,-0.305808,1.39531,168.75
0,-0.382698,1.39531,171.562
0,-0.42024,1.39531,174.375
0,-0.438108,1.39531,177.188
0,-0.470491,1.39531,180
0,-0.508237,1.39531,182.812
0,-0.574374,1.39531,185.625
0,-0.636671,1.39531,188.438
0,-0.691287,1.39531,191.25
0,-0.72169,1.39531,194.062
0,-0.732724,1.39531,196.875
0,-0.741172,1.39531,199.688
0,-0.748882,1.39531,202.5
0,-0.73843,1.39531,205.312
0,-0.729935,1.39531,208.125
0,-0.728293,1.39531,210.938
0,-0.730282,1.39531,213.75
0,-0.73681,1.39531,216.562
0,-0.751497,1.39531,219.375
0,-0.770263,1.39531,222.188
0,-0.782532,1.39531,225
0,-0.797792,1.39531,227.812
0,-0.84348,1.39531,230.625
0,-0.851189,1.39531,233.438
0,-0.782942,1.39531,236.25
0,-0.761611,1.39531,239.062
0,-0.777813,1.39531,241.875
0,-0.784473,1.39531,244.688
0,-0.788406,1.39531,247.5
0,-0.780097,1.39531,250.312
0,-0.772943,1.39531,253.125
0,-0.769832,1.39531,255.938
0,-0.745078,1.39531,258.75
0,-0.693272,1.39531,261.562
0,-0.646783,1.39531,264.375
0,-0.602954,1.39531,267.188
0,-0.580051,1.39531,270
0,-0.555322,1.39531,272.812
0,-0.495058,1.39531,275.625
0,0,-1.39531,278.438
0,0.0925562,-1.39531,151.875
0,0.0489775,-1.39531,154.688
0,-0.000243456,-1.39531,157.5
0,-0.0813385,-1.39531,160.312
0,-0.15927,-1.39531,163.125
0,-0.226131,-1.39531,165.938
0,-0.29556,-1.39531,168.75
0,-0.368202,-1.39531,171.562
0,-0.411809,-1.39531,174.375
0,-0.440899,-1.39531,177.188
0,-0.479543,-1.39531,180
0,-0.523945,-1.39531,182.812
0,-0.604866,-1.39531,185.625
0,-0.666977,-1.39531,188.438
0,-0.691468,-1.39531,191.25
0,-0.711192,-1.39531,194.062
0,-0.727103,-1.39531,196.875
0,-0.75646,-1.39531,199.688
0,-0.789658,-1.39531,202.5
0,-0.751006,-1.39531,205.312
0,-0.720305,-1.39531,208.125
0,-0.717431,-1.39531,210.938
0,-0.728171,-1.39531,213.75
0,-0.755927,-1.39531,216.562
0,-0.766889,-1.39531,219.375
0,-0.769454,-1.39531,222.188
0,-0.803929,-1.39531,225
0,-0.838384,-1.39531,227.812
0,-0.840777,-1.39531,230.625
0,-0.829497,-1.39531,233.438
0,-0.790869,-1.39531,236.25
0,-0.786264,-1.39531,239.062
0,-0.808878,-1.39531,241.875
0,-0.826486,-1.39531,244.688
0,-0.842665,-1.39531,247.5
0,-0.874784,-1.39531,250.312
0,-0.893656,-1.39531,253.125
0,-0.866164,-1.39531,255.938
0,-0.835186,-1.39531,258.75
0,-0.799851,-1.39531,261.562
0,-0.75368,-1.39531,264.375
0,-0.70209,-1.39531,267.188
0,-0.70556,-1.39531,270
0,-0.70516,-1.39531,272.812
0,-0.618753,-1.39531,275.625
0,0,-4.18592,278.438
0,0.117448,-4.18592,151.875
0,0.0796146,-4.18592,154.688
0,0.035798,-4.18592,157.5
0,-0.0456712,-4.18592,160.312
0,-0.120834,-4.18592,163.125
0,-0.173922,-4.18592,165.938
0,-0.230585,-4.18592,168.75
0,-0.291717,-4.18592,171.562
0,-0.333317,-4.18592,174.375
0,-0.365152,-4.18592,177.188
0,-0.399848,-4.18592,180
0,-0.438866,-4.18592,182.812
0,-0.509609,-4.18592,185.625
0,-0.564633,-4.18592,188.438
0,-0.588219,-4.18592,191.25
0,-0.615057,-4.18592,194.062
0,-0.644495,-4.18592,196.875
0,-0.679758,-4.18592,199.688
0,-0.716686,-4.18592,202.5
0,-0.681707,-4.18592,205.312
0,-0.654224,-4.18592,208.125
0,-0.652975,-4.18592,210.938
0,-0.668606,-4.18592,213.75
0,-0.705336,-4.18592,216.562
0,-0.710182,-4.18592,219.375
0,-0.699086,-4.18592,222.188
0,-0.726386,-4.18592,225
0,-0.754327,-4.18592,227.812
0,-0.748996,-4.18592,230.625
0,-0.741144,-4.18592,233.438
0,-0.728249,-4.18592,236.25
0,-0.73175,-4.18592,239.062
0,-0.748368,-4.18592,241.875
0,-0.762053,-4.18592,244.688
0,-0.774899,-4.18592,247.5
0,-0.806275,-4.18592,250.312
0,-0.824059,-4.18592,253.125
0,-0.794272,-4.18592,255.938
0,-0.766426,-4.18592,258.75
0,-0.741008,-4.18592,261.562
0,-0.709224,-4.18592,264.375
0,-0.674257,-4.18592,267.188
0,-0.697994,-4.18592,270
0,-0.723431,-4.18592,272.812
0,-0.703763,-4.18592,275.625
0,0,-6.97653,278.438
0,0.151256,-6.97653,151.875
0,0.125085,-6.97653,154.688
0,0.0927649,-6.97653,157.5
0,0.0182386,-6.97653,160.312
0,-0.0484865,-6.97653,163.125
0,-0.0879081,-6.97653,165.938
0,-0.129749,-6.97653,168.75
0,-0.174615,-6.97653,171.562
0,-0.208919,-6.97653,174.375
0,-0.237942,-6.97653,177.188
0,-0.262001,-6.97653,180
0,-0.287747,-6.97653,182.812
0,-0.331956,-6.97653,185.625
0,-0.375371,-6.97653,188.438
0,-0.417199,-6.97653,191.25
0,-0.462808,-6.97653,194.062
0,-0.511442,-6.97653,196.875
0,-0.542781,-6.97653,199.688
0,-0.569179,-6.97653,202.5
0,-0.558759,-6.97653,205.312
0,-0.551153,-6.97653,208.125
0,-0.553402,-6.97653,210.938
0,-0.571396,-6.97653,213.75
0,-0.60907,-6.97653,216.562
0,-0.606233,-6.97653,219.375
0,-0.58314,-6.97653,222.188
0,-0.584015,-6.97653,225
0,-0.588595,-6.97653,227.812
0,-0.598847,-6.97653,230.625
0,-0.609111,-6.97653,233.438
0,-0.619403,-6.97653,236.25
0,-0.625362,-6.97653,239.062
0,-0.627854,-6.97653,241.875
0,-0.627869,-6.97653,244.688
0,-0.627176,-6.97653,247.5
0,-0.630832,-6.97653,250.312
0,-0.629762,-6.97653,253.125
0,-0.612151,-6.97653,255.938
0,-0.593569,-6.97653,258.75
0,-0.573772,-6.97653,261.562
0,-0.565595,-6.97653,264.375
0,-0.563228,-6.97653,267.188
0,-0.603233,-6.97653,270
0,-0.655493,-6.97653,272.812
0,-0.763427,-6.97653,275.625
0,-0.740827,-9.76715,278.438
0,0.156069,-9.76715,151.875
0,0.140266,-9.76715,154.688
0,0.117489,-9.76715,157.5
0,0.0681133,-9.76715,160.312
0,0.024477,-9.76715,163.125
0,0.00092833,-9.76715,165.938
0,-0.0231161,-9.76715,168.75
0,-0.0477803,-9.76715,171.562
0,-0.0712964,-9.76715,174.375
0,-0.0942385,-9.76715,177.188
0,-0.121109,-9.76715,180
0,-0.149679,-9.76715,182.812
0,-0.187907,-9.76715,185.625
0,-0.228669,-9.76715,188.438
0,-0.274498,-9.76715,191.25
0,-0.313446,-9.76715,194.062
0,-0.346887,-9.76715,196.875
0,-0.37959,-9.76715,199.688
0,-0.412082,-9.76715,202.5
0,-0.426998,-9.76715,205.312
0,-0.443135,-9.76715,208.125
0,-0.463544,-9.76715,210.938
0,-0.486113,-9.76715,213.75
0,-0.511381,-9.76715,216.562
0,-0.517218,-9.76715,219.375
0,-0.513338,-9.76715,222.188
0,-0.509029,-9.76715,225
0,-0.506688,-9.76715,227.812
0,-0.520534,-9.76715,230.625
0,-0.532829,-9.76715,233.438
0,-0.542023,-9.76715,236.25
0,-0.542787,-9.76715,239.062
0,-0.536807,-9.76715,241.875
0,-0.526496,-9.76715,244.688
0,-0.514946,-9.76715,247.5
0,-0.505614,-9.76715,250.312
0,-0.494743,-9.76715,253.125
0,-0.478483,-9.76715,255.938
0,-0.461644,-9.76715,258.75
0,-0.444083,-9.76715,261.562
0,-0.437451,-9.76715,264.375
0,-0.436283,-9.76715,267.188
0,-0.473607,-9.76715,270
0,-0.523881,-9.76715,272.812
0,-0.639275,-9.76715,275.625
