,eof1_pval,lat,lon
0,9.12848e-154,4.18592,270
0,4.29679e-134,4.18592,272.812
0,2.96444e-117,4.18592,275.625
0,10,1.39531,278.438
0,2.63729e-16,1.39531,151.875
0,1.52379e-39,1.39531,154.688
0,3.98292e-64,1.39531,157.5
0,1.24939e-82,1.39531,160.312
0,2.28373e-95,1.39531,163.125
0,6.16254e-114,1.39531,165.938
0,1.08778e-140,1.39531,168.75
0,9.76966e-176,1.39531,171.562
0,2.56279e-215,1.39531,174.375
0,5.18119e-244,1.39531,177.188
0,8.44547e-261,1.39531,180
0,1.72759e-230,1.39531,182.812
0,4.28868e-223,1.39531,185.625
0,2.8457e-212,1.39531,188.438
0,9.34361e-251,1.39531,191.25
0,1.05148e-271,1.39531,194.062
0,9.13933e-268,1.39531,196.875
0,6.27314e-253,1.39531,199.688
0,1.99738e-210,1.39531,202.5
0,5.94605e-188,1.39531,205.312
0,7.81087e-139,1.39531,208.125
0,2.89574e-81,1.39531,210.938
0,2.91682e-39,1.39531,213.75
0,3.12552e-16,1.39531,216.562
0,1.41876e-08,1.39531,219.375
0,3.55689e-05,1.39531,222.188
0,0.374657,1.39531,225
0,0.00465617,1.39531,227.812
0,2.58606e-14,1.39531,230.625
0,5.65997e-32,1.39531,233.438
0,4.18861e-60,1.39531,236.25
0,1.29272e-96,1.39531,239.062
0,9.44202e-134,1.39531,241.875
0,1.12196e-183,1.39531,244.688
0,1.41999e-212,1.39531,247.5
0,1.75431e-254,1.39531,250.312
0,7.07245e-260,1.39531,253.125
0,1.20492e-294,1.39531,255.938
0,7.16158e-319,1.39531,258.75
0,0,1.39531,261.562
0,0,1.39531,264.375
0,0,1.39531,267.188
0,4.15015e-322,1.39531,270
0,1.81359e-271,1.39531,272.812
0,4.77681e-220,1.39531,275.625
0,10,-1.39531,278.438
0,1.03828e-17,-1.39531,151.875
0,4.619e-36,-1.39531,154.688
0,9.58487e-54,-1.39531,157.5
0,2.44491e-64,-1.39531,160.312
0,1.41552e-72,-1.39531,163.125
0,1.43365e-90,-1.39531,165.938
0,1.04632e-119,-1.39531,168.75
0,1.20804e-157,-1.39531,171.562
0,7.77106e-193,-1.39531,174.375
0,3.64991e-209,-1.39531,177.188
0,1.31371e-226,-1.39531,180
0,1.45424e-197,-1.39531,182.812
0,1.5068e-206,-1.39531,185.625
0,4.85595e-207,-1.39531,188.438
0,4.07336e-252,-1.39531,191.25
0,7.98101e-268,-1.39531,194.062
0,9.56582e-256,-1.39531,196.875
0,9.36407e-230,-1.39531,199.688
0,1.13767e-176,-1.39531,202.5
0,1.77098e-143,-1.39531,205.312
0,4.73711e-89,-1.39531,208.125
0,2.6876e-40,-1.39531,210.938
0,2.07428e-14,-1.39531,213.75
0,1.66805e-05,-1.39531,216.562
0,0.00170007,-1.39531,219.375
0,0.00695131,-1.39531,222.188
0,0.474482,-1.39531,225
0,7.09816e-05,-1.39531,227.812
0,3.1706e-16,-1.39531,230.625
0,5.01928e-36,-1.39531,233.438
0,4.97452e-73,-1.39531,236.25
0,2.11903e-133,-1.39531,239.062
0,2.31846e-207,-1.39531,241.875
0,4.37823e-286,-1.39531,244.688
0,0,-1.39531,247.5
0,0,-1.39531,250.312
0,0,-1.39531,253.125
0,0,-1.39531,255.938
0,0,-1.39531,258.75
0,0,-1.39531,261.562
0,0,-1.39531,264.375
0,0,-1.39531,267.188
0,0,-1.39531,270
0,0,-1.39531,272.812
0,6.64495e-274,-1.39531,275.625
0,10,-4.18592,278.438
0,1.05517e-10,-4.18592,151.875
0,6.33634e-23,-4.18592,154.688
0,4.48485e-36,-4.18592,157.5
0,1.3699e-40,-4.18592,160.312
0,1.08403e-43,-4.18592,163.125
0,2.67267e-54,-4.18592,165.938
0,2.6906e-78,-4.18592,168.75
0,5.159e-119,-4.18592,171.562
0,8.39424e-157,-4.18592,174.375
0,1.01217e-176,-4.18592,177.188
0,2.62552e-200,-4.18592,180
0,4.87434e-188,-4.18592,182.812
0,3.59259e-220,-4.18592,185.625
0,5.16014e-234,-4.18592,188.438
0,2.28322e-277,-4.18592,191.25
0,1.18384e-286,-4.18592,194.062
0,1.36836e-276,-4.18592,196.875
0,8.25505e-245,-4.18592,199.688
0,3.17965e-180,-4.18592,202.5
0,2.73386e-135,-4.18592,205.312
0,6.69182e-79,-4.18592,208.125
0,3.5309e-37,-4.18592,210.938
0,1.94327e-14,-4.18592,213.75
0,1.68139e-07,-4.18592,216.562
0,3.25556e-06,-4.18592,219.375
0,8.12274e-06,-4.18592,222.188
0,0.466929,-4.18592,225
0,0.00610351,-4.18592,227.812
0,2.62037e-11,-4.18592,230.625
0,1.67934e-27,-4.18592,233.438
0,3.119e-56,-4.18592,236.25
0,3.21378e-104,-4.18592,239.062
0,1.91787e-164,-4.18592,241.875
0,1.84292e-226,-4.18592,244.688
0,6.75566e-276,-4.18592,247.5
0,0,-4.18592,250.312
0,0,-4.18592,253.125
0,0,-4.18592,255.938
0,0,-4.18592,258.75
0,0,-4.18592,261.562
0,0,-4.18592,264.375
0,0,-4.18592,267.188
0,0,-4.18592,270
0,0,-4.18592,272.812
0,6.23165e-290,-4.18592,275.625
0,10,-6.97653,278.438
0,0.00421788,-6.97653,151.875
0,3.79898e-08,-6.97653,154.688
0,7.76894e-15,-6.97653,157.5
0,8.05147e-15,-6.97653,160.312
0,1.75623e-14,-6.97653,163.125
0,9.95162e-19,-6.97653,165.938
0,1.46131e-32,-6.97653,168.75
0,6.77e-65,-6.97653,171.562
0,5.76708e-101,-6.97653,174.375
0,5.30394e-127,-6.97653,177.188
0,3.48046e-154,-6.97653,180
0,5.83076e-167,-6.97653,182.812
0,5.59318e-228,-6.97653,185.625
0,1.09928e-251,-6.97653,188.438
0,2.34394e-261,-6.97653,191.25
0,3.46764e-260,-6.97653,194.062
0,6.08897e-248,-6.97653,196.875
0,8.03009e-222,-6.97653,199.688
0,3.01722e-164,-6.97653,202.5
0,9.44085e-125,-6.97653,205.312
0,3.61733e-79,-6.97653,208.125
0,6.18041e-48,-6.97653,210.938
0,3.01723e-25,-6.97653,213.75
0,7.51266e-18,-6.97653,216.562
0,1.61054e-16,-6.97653,219.375
0,1.33395e-14,-6.97653,222.188
0,2.08464e-05,-6.97653,225
0,0.434714,-6.97653,227.812
0,0.0098235,-6.97653,230.625
0,2.75257e-09,-6.97653,233.438
0,2.1578e-19,-6.97653,236.25
0,6.21018e-35,-6.97653,239.062
0,1.56162e-54,-6.97653,241.875
0,1.23554e-77,-6.97653,244.688
0,3.64448e-103,-6.97653,247.5
0,9.74019e-131,-6.97653,250.312
0,6.96826e-155,-6.97653,253.125
0,2.58216e-166,-6.97653,255.938
0,2.45196e-178,-6.97653,258.75
0,3.74684e-193,-6.97653,261.562
0,1.98853e-246,-6.97653,264.375
0,2.24836e-303,-6.97653,267.188
0,0,-6.97653,270
0,0,-6.97653,272.812
0,2.82057e-279,-6.97653,275.625
0,3.0473e-223,-9.76715,278.438
0,0.299049,-9.76715,151.875
0,0.256093,-9.76715,154.688
0,0.000732488,-9.76715,157.5
0,0.00303566,-9.76715,160.312
0,0.0090984,-9.76715,163.125
0,0.00255129,-9.76715,165.938
0,1.39791e-07,-9.76715,168.75
0,1.1984e-22,-9.76715,171.562
0,1.56714e-47,-9.76715,174.375
0,6.04513e-74,-9.76715,177.188
0,6.99708e-101,-9.76715,180
0,2.53376e-124,-9.76715,182.812
0,2.09032e-186,-9.76715,185.625
0,4.9038e-225,-9.76715,188.438
0,2.54287e-233,-9.76715,191.25
0,1.89078e-233,-9.76715,194.062
0,4.81739e-220,-9.76715,196.875
0,2.50729e-195,-9.76715,199.688
0,1.5903e-149,-9.76715,202.5
0,2.64259e-127,-9.76715,205.312
0,1.31948e-95,-9.76715,208.125
0,5.57959e-71,-9.76715,210.938
0,2.44813e-48,-9.76715,213.75
0,5.79729e-35,-9.76715,216.562
0,1.28166e-27,-9.76715,219.375
0,7.63697e-21,-9.76715,222.188
0,3.41172e-12,-9.76715,225
0,7.07667e-06,-9.76715,227.812
0,0.0138732,-9.76715,230.625
0,0.814425,-9.76715,233.438
0,0.0327767,-9.76715,236.25
0,1.34163e-06,-9.76715,239.062
0,1.36577e-14,-9.76715,241.875
0,8.59436e-25,-9.76715,244.688
0,2.21571e-37,-9.76715,247.5
0,4.83621e-51,-9.76715,250.312
0,1.64579e-64,-9.76715,253.125
0,1.03526e-74,-9.76715,255.938
0,1.10863e-84,-9.76715,258.75
0,4.11867e-94,-9.76715,261.562
0,3.04585e-125,-9.76715,264.375
0,8.55187e-161,-9.76715,267.188
0,1.79407e-265,-9.76715,270
0,2.98979e-306,-9.76715,272.812
0,2.93007e-286,-9.76715,275.625
