,pc1,pc2,pc3,pc4
577,9.51569,-3.69907,-0.654405,-1.51121
578,6.14721,-1.06914,0.240325,-1.80299
579,3.23088,-1.16947,1.27397,-2.75058
580,1.97178,-3.50782,3.98742,-2.43129
581,-0.102098,-3.49801,4.71302,-3.00126
582,-2.98758,-5.99838,3.51096,-3.6719
583,-5.08375,-5.51718,1.61731,-3.86103
584,-5.15809,-2.77803,-1.03995,-3.23567
585,-8.15152,-0.765308,-0.257477,-1.69557
586,-10.5951,1.3051,-0.769759,-0.378947
587,-13.4881,1.95352,1.99031,0.616868
588,-12.6769,2.36151,4.33414,0.101506
589,-12.6047,3.70896,5.54056,-1.32719
590,-11.974,2.22452,6.16146,-2.05112
591,-11.4155,-1.55307,4.37014,-0.656968
592,-15.9079,-3.44535,3.67948,-0.665247
593,-16.2391,-2.66711,3.1736,-1.79955
594,-15.8898,-1.20207,4.05274,-2.23798
595,-17.5637,-0.606364,2.58282,-1.81748
596,-19.6438,1.0819,3.96108,-1.02069
597,-19.2999,2.21514,3.16252,0.723604
598,-19.1679,1.73314,2.34129,0.476189
599,-17.6939,2.39957,4.58708,1.51166
600,-17.1982,2.23051,2.19021,2.57118
601,-12.0407,0.969703,3.78821,3.79216
602,-9.27859,3.49763,3.9215,2.58075
603,-7.37347,2.48804,5.73388,2.21937
604,-1.72771,3.17305,6.70028,1.18025
605,-1.71525,4.9981,6.74169,3.04165
606,0.612665,7.5334,6.31844,4.02111
607,6.16377,9.42056,4.43045,3.03619
608,3.46652,6.98713,0.947154,2.05136
609,7.24102,4.37333,-0.0568108,-0.184606
610,6.67706,3.64665,1.36937,2.39146
611,4.14819,3.63566,2.12248,1.38878
612,3.3477,2.65758,0.973282,-0.366422
613,3.1894,2.79371,-0.462569,-2.34213
614,2.14209,2.467,0.18253,-1.57428
615,0.601097,2.46152,2.26989,0.108131
616,-0.744472,3.58195,4.08326,-0.555531
617,-1.78761,4.04897,5.15311,-0.0179594
618,-3.2172,4.89813,4.4104,-0.530053
619,-0.154143,3.09419,5.39723,-0.206613
620,-1.04861,3.0602,5.14218,-0.221145
621,-0.135235,3.33893,2.87144,0.0562222
622,2.88736,2.83727,0.705998,-0.118531
623,0.100571,3.03565,0.583751,-0.413808
624,-0.220102,5.59013,-0.0766067,-1.55174
625,0.114207,5.12448,1.90572,-1.05767
626,5.98821,-1.02911,2.1749,-0.781513
627,8.57307,2.8401,2.98904,0.715981
628,8.97283,2.97001,5.45775,0.0236598
629,9.08281,-0.160142,6.01765,0.694399
630,10.6373,0.0571118,5.16495,0.961605
631,8.14283,2.32547,4.69988,-0.489423
632,8.03531,2.90106,2.48918,0.131169
633,10.4541,0.968973,1.83527,-0.950009
634,14.1969,-0.377859,2.30146,-0.0202132
635,13.6393,2.06672,2.30895,1.05891
636,11.0619,2.83111,1.68438,1.80471
637,11.0395,2.00027,3.68793,0.894976
638,9.91008,-1.32098,3.76082,0.518902
639,9.43715,-1.50738,6.77869,-1.15576
640,8.67309,-0.83394,8.70856,0.451854
641,11.8492,0.182619,8.0848,-1.43008
642,10.6757,2.32524,6.28275,-0.737476
643,10.8526,1.27538,7.26158,-2.28631
644,12.0324,-0.555601,3.25675,-1.70938
645,16.0681,-0.89262,1.80436,-0.873214
646,18.2808,0.458824,1.51637,-1.72022
647,16.4105,-0.265741,2.75394,-2.91795
648,15.2256,-0.419118,2.61434,-2.64404
649,17.1114,-3.23701,1.43273,-2.0142
650,16.6038,-2.1563,3.71397,-1.55982
651,19.1059,-1.81665,5.39355,-0.149961
652,17.3902,-2.53841,5.62289,-0.337128
653,14.7919,-4.24419,6.51876,-0.657684
654,15.1208,-3.83213,6.25222,0.2393
655,16.6438,-0.482757,3.55453,-1.14337
656,12.6453,-2.0759,1.92747,-2.01615
657,13.1433,-1.41496,4.31627,-2.50183
658,13.8486,-3.16692,3.04676,-2.03715
659,12.5102,-2.28062,3.52152,-2.38962
660,9.63437,0.0957384,1.49991,-1.92483
661,11.5426,1.97015,1.1482,-3.71886
662,10.3779,2.90789,3.00756,-2.58291
663,11.6108,0.655477,5.25608,-1.20178
664,8.41369,-2.6506,6.37549,-2.35709
665,5.13199,-5.62137,5.27078,-1.41432
666,1.60004,-6.24396,5.96099,-1.85986
667,-0.43375,-7.84087,4.73003,-3.71326
668,-4.40001,-4.93746,3.00868,-4.37968
669,-7.78733,-4.08916,4.26325,-2.50055
670,-12.0574,-3.8299,5.24777,-0.0190266
671,-14.8951,-6.89899,3.59152,1.90194
672,-14.6031,-5.63323,5.20666,1.80911
673,-11.2193,-2.14707,4.72075,0.00370839
674,-9.15244,-0.155369,4.06209,0.76477
675,-10.4032,2.35949,2.93609,0.899653
676,-6.83822,3.31435,4.26972,1.18519
677,-3.9353,4.91047,2.89175,1.59111
678,-0.492446,5.96276,1.03335,0.911035
679,2.76025,5.37038,0.209263,-1.29419
680,-0.32058,3.60922,-2.02354,-1.45855
681,-1.20879,4.79318,-1.49769,-1.3445
682,0.788446,5.34879,1.91956,0.235197
683,1.35726,3.7745,1.24395,0.876364
684,-0.95948,-1.01149,1.91964,0.159847
685,-1.65878,-1.14625,4.21109,1.95592
686,3.81627,-0.820001,5.73786,2.74047
687,7.74017,-0.354441,7.29797,1.30534
688,5.62881,0.81364,8.23274,0.862037
689,2.23122,-2.05572,5.89301,0.862519
690,0.557453,-1.78551,4.82316,-0.0479763
691,-2.16061,-0.79294,3.86096,-1.59475
692,-3.53073,-1.04621,3.18156,-2.30014
693,-5.3526,-2.11462,2.75214,-2.07323
694,-8.22652,-0.515947,3.25193,-2.39506
695,-12.2319,-1.41987,3.60498,-0.459476
696,-10.7776,-0.544476,3.81009,0.779155
697,-7.70567,3.59158,2.62547,0.624873
698,-6.77889,2.3725,3.35306,0.156017
699,-9.89771,3.10241,4.02527,1.23478
700,-9.30146,4.6281,5.61964,1.75472
701,-6.05928,6.46746,6.61701,1.52433
702,-8.0297,3.34734,5.01978,1.70801
703,-12.7346,2.32762,2.87989,0.484365
704,-13.1191,1.9162,2.16056,-1.12647
705,-15.1031,0.988243,1.39142,-0.944326
706,-16.6678,-0.21707,1.29269,0.0767176
707,-17.6186,1.17509,0.228196,-1.0528
708,-18.2359,0.443937,1.09965,-0.982273
709,-17.2604,-0.648748,1.69664,-2.26153
710,-16.6457,-1.53074,1.98621,-2.03236
711,-16.2485,-3.44022,1.65522,0.235998
712,-15.3844,-2.92678,3.33837,-0.196359
713,-14.4109,-1.60809,2.22827,-0.376303
714,-11.0033,0.00185414,3.74639,-0.694757
715,-5.79775,1.35515,3.14045,-1.32244
716,-3.04842,1.41342,2.06905,0.0629046
717,0.703951,1.16194,2.61188,-2.03707
718,3.12518,1.39365,2.79573,-1.08763
719,6.9446,1.82502,1.57828,-0.962958
720,9.0547,3.76947,1.98817,-1.382
721,8.18749,4.72578,1.86044,-0.523201
722,7.55488,4.52052,0.586868,0.312054
723,7.54579,4.50179,1.56228,0.811286
724,9.97261,5.12299,2.86394,-0.379811
725,12.3137,4.95665,5.94756,-1.20724
726,13.7882,4.29595,5.10567,-1.05809
727,19.2612,5.36661,5.06773,-0.892088
728,19.1905,1.67601,3.45168,-2.03259
729,19.3491,0.259843,4.2121,-2.74471
730,20.7638,-0.416126,3.73731,-0.909019
731,20.4404,-1.23929,0.277559,-0.38819
732,19.4086,-0.967098,-1.28276,-2.38547
733,18.363,-1.09202,1.5166,-1.64559
734,20.3689,-1.0146,3.69022,-2.34853
735,12.6147,-5.47179,3.65222,-1.11051
736,9.42182,-6.25973,4.6927,-2.0958
737,4.11576,-6.33516,4.35216,-2.54269
738,4.68736,-7.06886,4.06304,-2.63756
739,8.29134,-8.03381,4.46461,-1.8172
740,10.7979,-6.35917,3.93671,-2.15919
741,14.6963,-4.99854,4.83907,-0.673538
742,16.304,-2.58718,4.54182,0.581087
743,17.5194,-2.74507,3.60882,0.165711
744,16.5385,-1.91688,2.06183,1.1405
745,13.5299,-3.03443,2.35675,0.324115
746,7.88754,-4.76207,2.21233,-0.108956
747,5.41885,-6.54146,2.27587,-2.36494
748,-0.114813,-8.35765,1.4385,-4.22169
749,-4.6145,-8.42256,0.585099,-5.29929
750,-8.68111,-8.50074,-0.576377,-6.27856
751,-8.77896,-8.2151,-0.191708,-8.21246
752,-11.9471,-7.18914,1.95642,-5.87134
753,-18.0798,-8.03256,2.59458,-3.58393
754,-18.9114,-8.22213,3.70107,-2.40367
755,-18.3429,-6.58368,5.66338,-1.04486
756,-17.871,-4.82619,6.66014,0.316507
757,-17.4063,-3.32932,5.80164,0.326143
758,-14.6132,-1.30009,5.29579,-0.797188
759,-13.1794,-1.24949,2.26999,-0.746927
760,-12.2818,-1.726,-0.543101,1.0909
761,-9.068,-0.639499,0.539577,-0.715916
762,-6.86964,2.34763,2.11768,-0.268159
763,-6.33414,-0.84413,1.63897,-2.84355
764,-6.60853,-0.200046,2.75402,-3.06682
765,-3.75479,-1.91769,2.95625,-3.58099
766,-3.99471,-1.76205,5.47214,-1.12449
767,-8.35628,-2.95814,5.17414,1.11742
768,-10.553,-4.67991,3.41688,0.56652
769,-10.5015,-4.05586,4.10356,0.498725
770,-8.58419,-3.23925,4.00634,2.33631
771,-7.39396,-2.01022,4.2649,0.270872
772,-6.83522,-3.0998,3.16544,0.197872
773,-5.73298,2.43333,5.18684,-3.08411
774,-1.80714,4.50909,8.15353,-3.57721
775,-2.76905,3.99622,5.56133,-0.302645
776,-2.32791,2.21124,2.54861,-0.959988
777,-0.129594,5.46793,1.29632,-2.80348
778,2.64101,-1.07873,2.60744,0.469785
779,5.45085,-6.03611,2.53448,0.470271
780,5.83661,-3.62867,2.5419,-0.144258
781,11.9483,-5.62563,1.32847,0.797634
782,21.698,-6.63282,-1.56361,-4.42484
783,11.0243,-2.11136,2.73113,-2.85936
784,9.00179,-5.41521,5.12062,0.51332
785,6.61904,-2.89527,6.27107,1.68384
786,3.89905,0.0127808,5.12017,0.892632
787,4.4793,2.10827,6.22448,-0.745763
788,3.32966,0.604686,4.64212,-1.35555
789,2.54806,0.668417,3.42179,-0.00534079
790,5.17642,-0.947351,2.20845,-0.361456
791,4.54248,3.27254,1.54373,-3.57075
792,6.07528,2.00636,3.28366,-1.50005
793,-1.41486,0.641756,1.4721,-1.25066
794,-0.745871,0.0850883,3.08902,-2.67163
795,1.63828,-0.412591,3.78731,-1.20394
796,-0.254863,2.62854,5.20194,-1.2019
797,5.4163,1.71397,7.40766,-1.17642
798,9.84956,2.57326,5.30294,-3.0405
799,14.6959,6.17566,1.44828,-0.308539
800,9.83298,10.246,2.91243,-0.711008
801,9.33892,5.08829,1.76826,-1.39197
802,8.75899,5.49849,3.42644,-0.370423
803,8.62214,4.30089,2.56941,-2.26985
804,7.07836,1.81178,-0.529737,-2.00363
805,6.63999,-1.77513,1.09783,-1.36426
806,3.13469,0.659782,2.04495,-4.00963
807,-1.28222,-0.486422,1.26235,-2.63033
808,-3.43437,-1.38931,1.78137,-2.46878
809,-3.79062,-5.42103,3.48595,-2.53894
810,-0.948329,-6.85747,5.93065,-2.17089
811,-4.80042,-2.15738,9.75518,-0.121073
812,-6.52868,-0.506333,6.71773,-1.07471
813,-6.3133,1.89645,5.37538,-0.531401
814,-9.75885,1.73749,3.46791,-2.25421
815,-10.0243,0.957876,3.16801,-1.88112
816,-5.34985,2.39326,5.89914,-2.76157
817,-4.42087,1.49567,7.81478,-1.86463
818,-2.43107,-0.933118,7.4011,-1.37428
819,1.64462,0.636511,7.06008,3.0167
820,7.42767,2.16211,4.79165,3.16786
821,9.17654,4.56411,6.60686,1.24016
822,10.5649,3.85136,6.38117,0.943986
823,12.0026,2.95265,5.95811,-0.00424457
824,13.4317,-0.0422324,5.53048,-0.498484
825,13.7979,-2.73668,2.23361,-2.21709
826,17.4776,-5.83157,2.41804,-0.904196
827,15.2689,-3.24757,3.12532,-1.2291
828,18.4633,-4.53701,1.73024,-0.369969
829,10.5803,-7.82007,1.03792,2.17139
830,4.71941,-9.7552,2.37325,2.7772
831,0.577234,-10.275,3.30829,2.5899
832,2.25218,-8.98182,3.58134,0.882855
833,-1.03107,-8.74014,1.81988,-0.382244
834,-5.32094,-6.0767,0.867114,-1.78863
835,-8.14417,-4.07161,2.0771,-2.95585
836,-8.6347,-2.83377,0.767618,-2.89948
837,-8.04614,-1.91742,3.06179,-3.18835
838,-13.9737,-3.37264,5.14123,-0.453946
839,-17.1484,-2.31791,2.88133,-1.07954
840,-15.4601,-1.72138,0.538791,-2.438
841,-12.2141,-0.73771,1.13921,0.0278986
842,-13.8719,-2.66808,1.90299,1.29738
843,-11.465,-4.86679,1.35423,1.24235
844,-8.48161,-2.90656,1.41269,2.66637
845,-6.19314,2.28091,1.91024,0.899534
846,-6.96673,4.10282,1.79403,-1.15004
847,-5.34345,5.56784,0.442379,0.61622
848,0.177749,3.87487,1.07791,1.97616
849,0.956598,1.10216,0.00990809,2.80885
850,0.474858,0.415284,1.1446,4.48661
851,-0.594135,1.33781,-1.52725,3.56735
852,0.73737,0.0594966,-1.26796,3.29966
853,-3.41955,-2.67665,0.614988,2.47103
854,2.03038,-2.20465,1.00976,3.09348
855,3.81867,-0.489644,0.774866,-0.327586
856,2.96882,-4.36621,2.11344,1.01862
857,0.964499,0.983792,1.85842,0.857301
858,4.90777,3.24866,0.301389,-0.244694
859,0.963516,4.28001,-0.470361,0.562926
860,-0.876041,1.22926,1.84802,1.54534
861,-2.73818,2.04626,0.762391,0.367129
862,-2.43353,0.978401,0.902954,-0.159125
863,-1.15241,4.77648,-0.751069,-2.49811
864,-0.894076,5.00396,0.66654,-1.37154
865,0.38599,2.36346,1.53235,0.308582
866,1.84612,-0.219037,0.486945,0.627018
867,0.215364,0.759439,1.23494,-0.446456
868,-1.22177,-0.790481,3.26868,-0.494426
869,2.93473,2.25381,6.25685,1.38854
870,1.02634,2.9822,5.90955,1.69504
871,1.12484,3.59288,3.41658,-0.520373
872,1.08194,2.69895,3.15461,0.262462
873,3.50015,3.57992,1.83528,0.0830768
874,3.07299,4.28206,2.06532,1.29066
875,5.27718,1.54265,4.87399,1.86671
876,4.55,1.73828,3.36384,1.22511
877,1.80872,-0.352967,2.05453,-0.579088
878,0.753994,0.161212,1.11859,-1.35826
879,-0.503608,-0.970406,1.9002,-1.4977
880,1.13882,-3.85776,3.01749,-2.32928
881,-2.2647,-1.55772,2.25333,-1.24632
882,-2.40189,0.920174,1.6142,-1.63797
883,-3.69229,2.26631,1.6746,-0.237636
884,-4.2413,1.87482,2.01158,-1.17206
885,-3.91384,2.84478,2.46216,-1.59113
886,-5.88864,1.55634,3.84316,-0.826275
887,-6.37095,5.17153,4.726,-2.7319
888,-2.68957,7.29342,5.03265,-0.658513
889,-1.10463,6.83991,3.26256,-1.60361
890,-2.16601,4.36032,3.50329,-2.19954
891,-6.23693,-0.45826,2.94625,-2.11767
892,-2.73345,-1.26796,1.76749,-1.07861
893,-3.98386,-0.491212,3.23906,-0.248941
894,-11.8089,-1.10464,0.76655,-2.4683
895,-11.7211,-3.34594,0.76049,-1.15644
896,-15.7231,-1.029,0.602274,-1.26129
897,-18.3653,-2.32317,-0.386492,0.500254
898,-23.9526,-1.99989,2.30694,0.802
899,-20.4147,-4.60286,2.5588,2.82809
900,-20.6178,-6.20371,4.16534,4.54596
901,-16.5022,-4.73783,5.71272,3.27872
902,-15.002,-2.54082,4.63998,4.81767
903,-13.7717,-2.96479,4.70441,4.98007
904,-8.72172,0.0819978,5.29778,5.4781
905,-5.63513,4.4981,5.00415,4.64548
906,-4.00505,5.69475,2.20391,3.12276
907,-1.18809,7.95007,-1.22129,0.145091
908,2.75701,5.69657,-3.75295,0.45486
909,4.14833,2.0827,-4.52811,1.36187
910,3.79399,3.58021,-1.60857,0.971015
911,3.55705,0.346217,-1.22593,2.92335
912,2.77261,-4.08767,-2.07494,2.80665
913,-0.387024,-4.72264,-2.10718,2.63277
914,-4.87679,-3.4384,-0.3467,1.97886
915,-4.01652,-5.9803,0.378397,0.308353
916,-6.67249,-7.03894,-0.190461,0.541361
917,-6.79446,-4.38498,0.0836889,1.46557
918,-2.53273,-2.19755,1.06403,1.65317
919,-0.437267,1.49989,1.15479,2.27756
920,-0.725215,0.130412,1.16294,3.83823
921,-0.362783,-0.502674,0.579183,2.57149
922,0.121125,-0.557963,1.24006,0.801551
923,3.02584,-0.479688,0.16647,1.25613
924,3.71871,1.15,-2.13018,1.34165
925,2.26238,-3.93688,0.00427604,0.0486106
926,0.931439,-3.59767,-1.82203,-0.407134
927,0.811475,-4.0204,-1.88863,-1.09397
928,6.593,-2.41628,-0.119037,0.770429
929,8.24326,-0.643603,-3.7173,0.979838
930,8.40028,0.865927,-0.923674,-0.352235
931,12.2295,-2.02661,-0.521124,0.748812
932,12.2303,-3.57138,2.62119,1.57728
933,15.6727,-5.88516,0.508138,0.296355
934,17.3474,-3.26062,0.948392,-0.304976
935,14.3546,-4.71717,-1.13614,1.17728
936,10.7407,-6.72187,1.61472,2.45316
937,9.42489,-5.46629,-1.24209,0.435278
938,8.07144,-4.80203,-0.516726,1.92816
939,1.26143,-4.44827,-0.927641,1.21757
940,1.5865,-2.34201,3.78049,3.53402
941,0.65874,-4.25855,2.74801,-0.0200002
942,2.58909,-3.01705,0.926947,-0.0617334
943,0.123125,-1.51601,0.482168,-1.18886
944,0.796576,-2.551,-2.1272,-2.01013
945,2.92283,0.416044,-1.27205,0.22931
946,1.60963,1.97632,0.159079,-0.12222
947,5.1085,5.96717,4.63928,-0.6343
948,8.14978,2.83281,2.8762,0.793012
949,7.16031,5.6921,3.59489,0.781048
950,5.07699,2.04396,-2.48713,-3.11427
951,6.77497,-5.02509,-1.01716,0.531262
952,6.46106,-4.82771,0.715732,-0.297327
953,4.47661,-1.26587,4.24458,0.512851
954,4.88198,-1.2837,0.0754193,0.179842
955,-2.02424,1.73131,0.00523854,-0.0961223
956,-0.533226,1.68104,-1.69485,-2.56909
957,-2.4007,2.55297,1.5905,-1.88564
958,-1.38837,0.511104,-0.138867,-1.75575
959,1.89933,-0.35885,-0.52514,-4.07355
960,-1.69086,3.39078,2.98456,-3.75397
961,-0.792843,-0.868579,2.0308,-0.622671
962,-0.218553,2.11309,-1.46861,-1.60704
963,-1.77431,1.54851,-2.0466,-2.22378
964,-1.98984,3.44284,-1.81699,-2.40019
965,3.53523,3.30493,-0.793931,-0.875859
966,2.29982,5.16629,-1.2236,-0.209689
967,2.5245,4.39959,-1.31993,-0.377189
968,-0.400814,4.19963,-2.21227,-2.33361
969,-3.33451,0.795319,-1.7621,-3.30669
970,-1.18091,0.0495267,0.762339,-2.26869
971,-1.65427,1.5465,1.77046,-2.05076
972,1.10545,-2.10069,-2.14235,-1.15858
973,-2.79759,2.91663,-1.49097,0.578247
974,-5.05011,3.61286,-3.60482,0.585392
975,-4.46064,-1.16723,-1.82358,1.14747
976,3.59743,2.25798,-0.40876,0.934765
977,4.72968,2.07928,0.682163,2.37489
978,1.67892,5.60274,-1.6509,0.804588
979,4.61297,4.3619,-1.39749,1.5761
980,0.35995,4.49552,-1.27893,0.4893
981,2.46653,3.25706,-2.82814,-0.628813
982,2.39997,5.33911,-1.64566,-1.25887
983,4.51878,3.0262,-0.0366834,-0.904531
984,5.09778,2.68276,-2.66588,-0.977338
985,5.69861,2.9658,-3.16576,-2.23758
986,4.27078,4.38474,-3.25835,-4.15659
987,5.2068,1.09044,0.447702,-2.94858
988,6.25733,2.80214,-1.69182,0.9245
989,11.0257,2.0959,1.44007,1.72374
990,17.6513,0.48558,0.0603842,1.56169
991,15.1617,-0.845987,0.979049,0.848029
992,11.5293,-1.09361,0.231414,1.61239
993,8.24648,-3.43013,-4.15653,1.74757
994,11.0037,-3.12307,-1.95852,2.8979
995,10.5794,-1.5107,0.00489764,1.19618
996,11.9643,-4.72538,-1.49284,0.528038
997,11.5562,-4.03618,-2.62759,-0.801597
998,7.16795,-1.6185,-3.35448,-2.12144
999,0.984908,1.43563,-2.65251,-2.63533
1000,1.56025,-1.03549,0.00459819,-1.8242
1001,-2.1115,-0.904857,0.80354,0.932947
1002,-1.48642,0.284408,-2.92959,1.06385
1003,-1.51975,-1.27554,-1.78195,0.731952
1004,-2.12648,4.40914,-3.56136,-1.09303
1005,4.50359,-1.58501,-0.00273944,-0.814826
1006,0.376216,-0.943149,0.625579,-1.39306
1007,-6.20187,2.98593,-1.18034,-1.03455
1008,-12.5007,3.33672,0.695047,0.796883
1009,-13.8056,2.57344,2.083,0.77284
1010,-18.597,0.844561,1.4431,-0.454778
1011,-15.9232,-0.371889,3.33683,0.524932
1012,-14.6602,-0.250597,4.31552,2.52276
1013,-11.1435,1.77457,2.25961,0.659907
1014,-10.7307,2.67405,-0.339581,2.17047
1015,-10.5258,2.00315,0.600785,2.30299
1016,-9.07851,1.26246,0.0733273,2.78279
1017,-8.15405,1.11071,2.33405,2.21273
1018,-12.1298,1.61346,4.08,2.0942
1019,-17.004,2.47211,4.90242,2.63623
1020,-21.8899,-0.636641,3.34472,0.77395
1021,-23.5191,-2.73209,3.74223,-0.411234
1022,-25.4823,-2.90374,0.802939,-0.777744
1023,-25.0892,-2.28007,-1.26826,0.423454
1024,-21.0948,-0.721849,3.22114,1.13499
1025,-19.8462,2.50284,4.15253,1.48054
1026,-11.5276,5.87039,4.41926,1.14642
1027,-10.4944,4.92207,1.17422,0.908794
1028,-10.2737,3.15677,1.45896,-0.471196
1029,-15.8208,2.27697,-3.36461,-0.835356
1030,-24.463,1.85794,0.209046,0.246517
1031,-24.8016,-0.0343045,-1.77925,1.38598
1032,-15.3043,3.10804,-2.46063,1.04984
1033,-7.22322,4.07112,-0.495231,-0.51662
1034,-3.86102,3.82805,2.12015,1.58561
1035,-6.93713,7.31849,4.26604,1.79243
1036,-2.11593,3.29135,1.30033,2.39763
1037,3.796,5.89294,1.21243,2.86096
1038,7.79245,7.6471,0.903109,3.16835
1039,14.5738,6.99752,0.0673348,3.06786
1040,15.5119,3.98157,-5.16402,-0.0867697
1041,19.4003,4.2636,-6.18985,-0.755477
1042,19.6142,3.84187,-3.08033,1.72643
1043,17.884,0.126522,-0.721786,1.5326
1044,14.748,-1.46459,-8.0989,0.781032
1045,14.5117,-0.613719,-7.61736,2.37397
1046,10.5751,-0.596457,-5.43296,0.601757
1047,4.72838,-0.47253,-6.56429,0.248684
1048,-0.964141,-2.46343,-2.00752,0.949113
1049,-2.29305,-2.58512,-1.87451,-0.0994999
1050,-2.29938,0.478391,-1.98015,-0.807293
1051,-0.679691,2.45752,-4.17401,-1.20757
1052,3.63651,4.08743,-6.5133,-1.34793
1053,5.8188,-0.323427,-8.49805,0.681908
1054,4.6257,-0.296939,-4.433,3.29699
1055,4.78915,0.358752,-4.95918,1.1288
1056,6.75574,1.50293,-2.89842,2.54462
1057,0.642709,-2.0083,-1.39444,1.70394
1058,-0.466386,0.631671,-2.96183,3.45699
1059,-1.83067,-1.38677,-3.07377,4.10138
1060,-4.14125,1.12076,-2.41312,4.54977
1061,-6.1809,0.552926,-1.76438,5.54447
1062,-5.35033,2.1489,-3.80631,5.39429
1063,-2.68085,-0.0639965,-5.387,3.04126
1064,2.94502,0.0954812,-9.15021,0.53801
1065,3.08726,0.634596,-7.46739,1.06509
1066,6.97254,3.57537,-3.64878,2.12353
1067,6.35348,2.98829,-3.5026,2.86715
1068,7.48321,0.475144,-4.0061,4.11855
1069,4.60099,-4.4008,-5.06154,5.71306
1070,6.99907,-5.64875,-1.92065,5.75556
1071,3.35017,-8.00504,-2.49508,5.17
1072,0.793915,-6.09382,-2.92242,3.92292
1073,-1.22308,-2.9218,-0.922301,2.62434
1074,4.6143,-1.4599,-2.97077,0.838664
1075,3.15686,-3.8652,-4.99144,1.12355
1076,3.15612,-3.87362,-6.37049,0.0832053
1077,2.9225,-1.97346,-6.02817,-0.24442
1078,1.66633,-0.734406,-3.24096,0.544573
1079,1.40746,-1.17667,-2.19648,-0.344284
1080,1.89509,-0.330565,-3.13173,0.418875
1081,4.28945,0.311928,-1.45509,0.978479
1082,7.33648,0.680885,0.857526,0.997739
1083,6.63193,-1.46878,-2.26041,-2.05262
1084,3.6558,-0.46002,0.615272,-2.63537
1085,3.08672,4.19363,2.92211,-2.41836
1086,2.31434,5.89391,3.96714,-1.96109
1087,13.2515,4.86404,1.5349,-2.52565
1088,7.00912,0.708732,-0.48544,0.03171
1089,4.3641,0.763923,1.53068,-1.47513
1090,2.77798,0.331273,2.72665,-2.48011
1091,1.6251,1.63617,-2.05173,-2.28887
1092,-0.14051,0.894741,1.24567,-1.1586
1093,0.892122,3.27839,-1.08501,-2.72792
1094,-2.4179,5.11752,-2.45501,-2.14573
1095,1.11884,3.06569,1.06456,-1.81973
1096,1.59505,2.43601,0.51641,-0.692588
1097,-0.289446,5.11709,1.49558,1.13925
1098,0.725049,4.26861,3.07469,0.496406
1099,4.83,5.44034,2.83194,-2.03485
1100,6.84364,3.78131,-0.761807,-3.09615
1101,6.70443,-0.911514,0.513823,-1.17707
1102,5.48796,-1.09859,0.18006,-2.49173
1103,2.06018,1.59182,0.583236,-0.551105
1104,2.64507,0.386163,1.86813,-0.957119
1105,0.160823,-5.47775,7.42979,1.74663
1106,-4.17635,-3.83579,4.50342,1.9055
1107,-1.24498,-0.0514447,3.21822,0.574007
1108,-3.01789,3.18983,1.80401,-1.03163
1109,-1.09985,4.18149,2.51025,-0.614198
1110,3.75423,5.85833,2.56694,-1.09534
1111,2.70565,3.25855,-0.281922,-1.96574
1112,6.52853,2.26671,1.02432,-0.169599
1113,10.4046,0.0292019,0.832827,-0.728341
1114,5.14862,-0.481069,2.30152,1.17462
1115,2.2736,3.07882,3.36387,0.601608
1116,4.38487,1.33589,0.865803,-0.112047
1117,-0.839508,-1.24249,-0.065858,0.0506346
1118,5.18326,-3.68639,-1.28975,0.119776
1119,-0.923571,-6.28757,2.54291,1.18931
1120,-0.334298,-4.05421,7.3923,3.32002
1121,6.85914,-2.58489,3.37209,0.599009
1122,8.19558,4.19237,4.63106,2.19331
1123,7.11324,1.96234,3.90474,1.12742
1124,11.9992,-0.17119,8.80521,3.13398
1125,14.7386,0.599865,5.4698,3.27242
1126,19.2605,-1.3661,3.62296,2.04403
1127,15.7913,-0.661832,0.45976,2.09628
1128,14.9667,2.1582,1.23196,2.67664
1129,20.1142,-0.792187,1.00607,-0.642589
1130,13.8941,-4.67525,1.39221,-1.6968
1131,14.2448,-2.60335,3.18044,0.156071
1132,17.0688,-1.47387,-1.00639,-3.55837
1133,12.6371,-1.54457,2.66082,-2.58056
1134,11.4802,-0.469204,1.69375,-1.6964
1135,9.42502,-3.25621,3.20397,-1.96087
1136,14.5841,-1.59149,1.57793,-2.03362
1137,12.2153,-1.90027,0.590512,-2.32656
1138,15.9836,-4.00731,2.70586,-1.67133
1139,12.546,-3.07234,-0.616792,-4.66311
1140,7.295,-4.93552,-3.09257,-3.6517
1141,7.26954,-4.25024,0.257281,-0.900569
1142,5.96333,-2.58793,2.70104,-3.43381
1143,2.41073,-2.08144,1.92117,-2.18276
1144,-0.405451,-2.72912,-2.48776,-3.03394
1145,-6.60753,-4.24688,-3.81236,-4.23741
1146,-7.74156,-6.85941,-1.96293,-4.38548
1147,-8.13606,-4.84384,-3.39031,-4.09739
1148,-7.92615,-3.27059,-1.28672,-2.98717
1149,-9.03808,-4.60564,-2.22492,-1.52159
1150,-10.9713,-3.19387,-1.60115,-0.844
1151,-7.08044,-1.75682,-1.43577,-1.78307
1152,-6.71614,0.36761,-1.48255,1.36659
1153,-4.72586,-1.55969,0.00467212,1.65843
1154,-1.92051,-1.98532,-2.26932,2.33881
1155,-4.09259,1.29206,3.06215,2.85433
1156,-2.04815,2.63128,0.35378,1.82681
1157,3.02756,0.526083,-0.100346,2.40922
