,pc1,pc2,pc3,pc4
1158,5.23973,1.65557,3.92087,3.62272
1159,2.35088,0.833692,1.85976,2.37395
1160,1.66297,1.50512,1.96813,3.48581
1161,0.981824,-0.148038,1.79465,2.69273
1162,3.71984,1.14022,1.218,4.49607
1163,1.68133,0.80253,0.204969,4.03132
1164,-3.20218,2.55498,0.510483,2.48258
1165,-3.97996,-1.53763,-0.252396,2.70129
1166,-2.53752,-2.36971,-0.958931,1.44714
1167,-7.21363,-2.77658,0.376474,2.45393
1168,-6.34185,-2.218,-0.41298,0.88037
1169,-6.71095,-1.71373,0.304497,-0.692635
1170,-5.74534,0.300222,-0.017178,-0.27633
1171,-4.78667,-0.457299,-1.97348,-2.19501
1172,-9.8736,-3.08599,-0.00678642,-2.65449
1173,-4.40845,-0.481484,0.937255,-1.39152
1174,-3.91806,0.094431,0.415215,-3.50582
1175,-3.22703,-0.167537,1.26883,-1.58921
1176,-2.15906,4.98838,2.96976,0.793984
1177,1.30915,3.6462,3.63966,-1.22281
1178,2.64048,3.98934,3.87261,0.443958
1179,8.93333,7.80718,5.06269,-0.835943
1180,9.77072,7.36923,6.76804,-0.653146
1181,9.65887,6.82059,6.33591,-0.897795
1182,12.371,5.13011,4.15075,-2.83838
1183,11.8257,4.1335,1.81686,-0.890494
1184,13.9651,3.36118,2.89876,0.285436
1185,12.757,4.9278,3.00494,-2.22723
1186,12.2003,2.0064,1.89352,-3.83838
1187,14.3814,1.49018,2.16627,-4.68223
1188,9.21112,0.291835,0.43296,-5.15832
1189,9.88421,-1.84914,2.50373,-2.418
1190,9.41999,-1.19419,2.86585,-3.82586
1191,10.7452,-1.69934,5.58955,-4.35218
1192,14.7884,1.24312,6.50512,-2.18886
1193,12.5559,4.14378,4.63254,-2.60242
1194,11.0334,1.7637,3.94097,-3.56674
1195,11.8767,-0.00551328,3.22284,-3.80022
1196,14.885,2.0543,2.88022,-2.82993
1197,22.3521,-1.6915,4.78871,-0.343258
1198,25.4167,-0.839019,0.0662702,-0.779603
1199,20.6728,0.582004,-0.0357991,-3.20908
1200,16.0984,-0.243812,-0.656264,-4.52
1201,10.5783,-2.93694,0.656363,-3.03098
1202,10.5023,-4.14598,0.253343,-3.50251
1203,11.8009,-4.22196,1.19205,-3.69616
1204,10.2573,-2.33406,1.18322,-4.73215
1205,10.9782,-3.7659,1.20932,-3.24575
1206,11.5084,-4.54356,1.22087,-3.61715
1207,10.0529,-2.71287,-0.00558147,-2.87695
1208,11.7212,-4.03345,2.51353,-1.58856
1209,11.6902,-2.21878,2.20159,-0.552852
1210,12.4908,2.1205,-1.3053,-2.45376
1211,8.58936,2.38463,-0.40285,-1.61394
1212,7.36427,2.95518,-1.36836,-0.327906
1213,1.34763,-1.22463,-1.91366,-1.16992
1214,-3.94158,-4.21884,-0.219119,0.232054
1215,-6.67738,-2.38546,-2.32891,-1.56487
1216,-9.60601,-1.94782,-4.59905,-1.6988
1217,-8.74648,-6.90595,-3.24482,-1.1367
1218,-12.8108,-4.97305,-2.27124,-2.38228
1219,-14.8054,-3.23945,-1.80606,-3.3991
1220,-10.3979,-1.15159,-2.40134,-4.80697
1221,-10.1821,-1.35768,-0.55877,-1.39179
1222,-14.4973,-1.64632,1.89258,-2.16846
1223,-14.6009,-0.935185,0.160262,-1.7186
1224,-16.4216,0.966822,3.39033,-1.5927
1225,-16.0386,5.54815,-0.437018,-2.94577
1226,-11.2143,6.27263,-1.69368,-3.02528
1227,-7.58448,1.87101,-1.78074,-1.83481
1228,-8.9496,0.892954,-1.32343,-0.750891
1229,-7.25137,2.16282,-0.128469,-0.710792
1230,-4.10832,0.487025,-1.50874,0.344911
1231,-4.92305,3.40428,-0.316443,0.84622
1232,-1.98433,3.00166,-3.82103,-0.669543
1233,-2.65291,3.92303,-1.26178,-1.55174
1234,-3.65128,3.12271,-1.49077,-2.29968
1235,-5.52583,5.17943,-0.576979,-0.103718
1236,-4.4763,6.44013,0.94217,-0.236101
1237,-2.37264,3.56446,3.11389,0.415755
1238,-1.28843,1.47714,0.814459,0.348063
1239,-4.2199,1.82598,0.389657,-1.0121
1240,-3.95123,2.40056,-0.279584,-0.293935
1241,1.90587,-0.513648,0.838555,1.00915
1242,3.65835,3.42372,-1.87958,0.526837
1243,3.1834,5.88307,-3.40374,-0.562698
1244,2.1345,3.27478,-5.72189,-1.84146
1245,-0.274281,1.01739,-2.31716,-1.90097
1246,1.76012,-0.647915,-1.64302,-0.485472
1247,1.88989,-0.707684,-0.321421,-0.50959
1248,1.60894,-3.65617,0.346563,1.95095
1249,3.70953,-1.88504,-1.35504,0.264357
1250,0.322019,-1.26773,1.61992,2.4501
1251,0.845101,1.25046,3.19336,2.18656
1252,1.52799,0.972713,2.87074,3.61005
1253,3.80264,2.14369,1.70766,1.25965
1254,2.21621,2.09343,0.231924,2.66873
1255,-0.619683,1.70994,2.45273,0.744091
1256,-1.38252,1.91067,-0.583419,-0.380757
1257,4.69705,3.07708,-1.75054,-0.00828799
1258,4.81949,4.90985,-1.45385,0.935994
1259,1.37118,5.5429,-4.24489,-1.19281
1260,3.11161,1.72205,-2.02465,-0.370186
1261,-1.63777,0.6808,-4.27761,0.487081
1262,1.43413,-1.25239,-1.22073,-1.31471
1263,-1.8668,-2.46748,0.867866,2.54289
1264,0.966529,-1.50944,2.19555,0.0740461
1265,-2.551,-0.774114,4.49068,1.19187
1266,5.63481,4.04999,4.12209,0.0458815
1267,7.11145,2.76286,-0.0066017,1.34716
1268,10.032,4.36731,0.579714,0.386736
1269,10.2249,1.53895,-2.18175,-2.62847
1270,6.82206,-0.44921,-0.680128,-3.10018
1271,5.77759,0.323428,-1.92633,-2.0374
1272,6.18807,0.39266,-4.05792,-2.5417
1273,4.60179,-0.369269,-2.46077,-2.06331
1274,8.07226,3.68781,0.990158,-1.35377
1275,9.58535,6.12614,0.1469,-1.56633
1276,8.43551,1.44479,0.173822,-2.25001
1277,6.91814,2.61044,1.1139,-1.64008
1278,3.47282,3.77636,0.134429,-0.7626
1279,3.08912,0.95577,-1.08163,-0.620185
1280,6.69495,0.595786,-1.53398,0.0735718
1281,7.35284,-0.838848,-0.956998,0.598039
1282,8.01935,2.02334,-1.2474,-0.106146
1283,9.75462,1.38231,-1.40359,-0.184325
1284,6.75699,-1.29564,-1.1824,0.854167
1285,5.68504,1.9132,-2.57924,-1.04408
1286,0.625241,1.17459,-2.27638,-0.881261
1287,-0.326896,1.72421,-2.75511,-2.20059
1288,-2.92184,-0.185463,-3.25758,-0.445469
1289,-3.68125,-0.359391,-1.27099,-1.45166
1290,-7.59758,0.217379,1.79306,-2.35686
1291,-8.72757,0.55672,0.318639,-2.13854
1292,-10.8464,2.76264,-0.0111878,-2.17417
1293,-11.5383,2.99032,1.39686,-2.48429
1294,-8.49427,2.51876,3.08651,-1.33507
1295,-9.51571,-0.064563,5.18519,-0.97502
1296,-4.25694,3.95127,2.91851,-1.623
1297,0.0440988,2.74488,3.75288,-1.88464
1298,7.26414,0.392433,2.8497,-1.32816
1299,8.70214,4.00053,1.07521,-2.69523
1300,12.8483,5.43121,2.54273,-0.621472
1301,13.7334,4.56376,1.08203,0.0242787
1302,11.5418,2.36936,-0.79385,-2.29058
1303,14.2658,2.32534,3.69929,-0.597358
1304,14.8512,-3.74427,2.34886,-2.32336
1305,13.677,-3.61539,2.29111,-1.53857
1306,14.5114,-5.39094,1.38432,-1.90508
1307,16.8007,-3.75554,3.11054,-0.536553
1308,9.92715,-2.45655,1.06586,-1.36902
1309,5.09257,-3.5101,1.33191,-1.03919
1310,3.9727,-5.64614,1.37977,-0.634824
1311,-0.353226,-7.39658,1.63787,-0.466525
1312,-8.3512,-8.15809,1.45573,-3.32198
1313,-8.51146,-6.00218,1.70841,-3.51004
1314,-11.132,-4.89498,3.46448,-3.41955
1315,-14.2211,-2.16207,3.68722,-4.02772
1316,-14.9684,-1.19815,5.4803,-4.54147
1317,-17.0564,-0.12002,4.86776,-3.28897
1318,-18.3563,-0.610244,4.29879,-2.82874
1319,-17.1502,-1.81057,4.85037,-0.836984
1320,-15.02,0.836576,3.37229,-0.76471
1321,-9.03567,1.89667,4.09552,-1.18134
1322,-6.73983,10.4532,3.40549,-2.04598
1323,-3.36308,5.48344,3.96232,-0.987179
1324,2.2979,9.91347,2.86352,-1.90979
1325,-0.194391,7.43928,5.32499,-0.360997
1326,-2.97095,6.24827,0.760927,-2.97108
1327,0.32186,4.43887,0.235728,-2.95403
1328,0.45765,8.48902,-0.983356,-0.00189426
1329,1.53076,5.50817,-0.531718,-3.179
1330,3.13818,6.44765,-0.912749,-2.79881
1331,5.35723,4.73545,-1.49216,-1.71175
1332,6.47705,0.280319,0.354319,0.979186
1333,5.76374,-1.46136,-0.293876,-1.93528
1334,5.58442,1.29994,-0.898685,-3.57103
1335,7.65125,3.62888,-4.185,-6.14559
1336,5.13244,2.50313,-3.40848,-5.74015
1337,2.88618,3.00578,-0.472507,-4.32575
1338,3.97221,5.16184,0.82056,-3.89984
1339,9.66389,5.64905,-0.0942913,-3.09728
1340,10.6143,9.19491,-3.68434,-2.24094
1341,9.93873,8.22446,-1.69314,-4.20968
1342,10.2058,7.48893,1.76109,-2.79496
1343,9.48839,6.25399,0.942376,-3.85944
1344,12.4254,4.04159,1.31033,-2.90212
1345,11.9506,6.41066,-1.25047,-3.38224
1346,11.9424,5.17143,-0.120215,-3.19259
1347,8.9511,2.71281,0.88107,-4.95283
1348,9.29667,3.82633,3.36097,-3.02898
1349,0.654031,7.82089,0.0477551,-4.82744
1350,-2.29647,2.4745,1.87219,-3.71553
1351,-3.18267,2.80898,-1.61381,-3.74948
1352,-2.61498,0.0824274,-4.16798,-2.46356
1353,-3.48552,3.10205,-4.74589,-2.95683
1354,-7.7881,4.39566,-1.47157,-1.27472
1355,-9.40018,4.93392,-1.97712,-3.34162
1356,-12.8848,8.67684,-1.64841,-4.35116
1357,-9.24811,9.5929,-0.0622808,-3.79697
1358,-6.86369,1.98606,-1.80523,-2.19896
1359,-6.89792,0.387951,-5.95112,-1.06177
1360,-11.9373,-2.55135,-5.03938,-2.13953
1361,-8.98431,-2.82115,-2.90714,-0.356812
1362,-5.24279,0.854601,-3.3817,-0.224193
1363,-4.47751,0.548157,-3.78067,-0.872345
1364,-10.4088,2.96826,-5.36668,-2.29167
1365,-12.3691,-0.807327,-3.76719,-1.06136
1366,-10.5921,-1.47307,-2.04151,-1.44536
1367,-10.9777,0.174242,-2.10557,-3.11683
1368,-11.3777,1.23214,-1.44634,-1.96358
1369,-7.00896,3.68055,-1.0756,-0.817121
1370,-2.56855,3.49336,2.23751,0.887168
1371,-2.23471,3.39254,3.609,0.00348141
1372,1.11438,6.83871,3.34265,0.97068
1373,8.19649,6.03094,3.145,-1.22458
1374,15.4778,10.7173,0.926359,3.55177
1375,18.5361,8.01388,1.13648,1.09573
1376,15.7603,2.50686,-0.593748,0.0716931
1377,14.4648,-0.0897613,-0.437984,0.141304
1378,16.2932,0.925412,-2.57559,-2.29604
1379,22.2865,-1.2462,-1.34919,-2.2485
1380,22.7961,-1.49593,-1.86592,-1.09915
1381,20.7032,-0.958565,-0.375464,-0.906362
1382,19.4761,-2.03389,-0.287501,-1.45432
1383,13.0684,-4.58237,0.0141434,-3.73619
1384,13.5927,-1.56376,2.67124,-1.07232
1385,12.7857,-4.10892,2.27948,-2.67868
1386,10.9026,-3.60114,3.40952,-2.07561
1387,12.3938,-1.51971,4.67979,0.502869
1388,14.8054,-4.78836,5.50589,-0.857886
1389,14.6262,-2.2939,1.4517,-3.49325
1390,14.4286,-1.9178,1.10617,-1.00967
1391,15.087,-1.83305,-0.123141,-2.31973
1392,7.09226,-1.95316,0.532507,-0.285301
1393,3.79875,-2.12258,-1.28517,-1.71555
1394,2.29124,-2.74516,-2.14675,-2.80609
1395,-3.65972,-2.0738,-2.76907,-2.90591
1396,-7.65539,-3.53409,-2.51467,-4.11679
1397,-10.4213,-4.91363,0.56031,-3.04188
1398,-14.8099,-6.83401,-1.2787,-4.68898
1399,-18.7847,-9.71753,1.49026,-3.56696
1400,-17.4959,-7.61855,3.30767,-3.32119
1401,-21.5441,-5.05281,3.56441,-3.48659
1402,-23.1466,-6.46187,5.65354,-1.12317
1403,-24.3703,-7.85442,4.7242,-0.906997
1404,-18.4787,-3.46185,2.14885,0.469519
1405,-13.2253,-0.859077,4.14427,0.760727
1406,-7.60144,0.641018,2.56121,2.38585
1407,1.08815,-0.324903,2.68258,4.03973
1408,9.03898,2.11165,0.453796,1.64682
1409,12.6352,1.01307,-1.01457,3.14406
1410,11.6223,2.6807,1.20389,4.50943
1411,17.3735,1.11155,0.00810424,4.86775
1412,16.3851,0.162567,0.688673,3.79509
1413,19.6417,-2.94324,-0.500663,4.32224
1414,22.0753,-5.80405,-4.25964,2.24056
1415,24.4259,-7.27859,-2.39481,1.76039
1416,24.8546,-8.68348,0.196218,-0.477514
1417,20.2113,-6.53554,-1.38529,-3.49817
1418,13.8214,-7.4959,-1.71604,-4.36971
1419,11.5959,-6.85603,-0.882761,-4.3846
1420,8.42062,-8.54672,-1.47842,-5.31613
1421,7.68922,-6.99961,-1.06549,-5.93233
1422,13.5458,-10.3774,0.32511,-4.94353
1423,7.22556,-4.4222,-1.32478,-3.29653
1424,10.3271,-2.07186,2.99361,-1.54703
1425,10.6934,-5.16023,2.86587,-1.8951
1426,12.4488,-5.07321,2.25092,-0.78007
1427,11.0576,-4.38217,5.11411,0.418348
1428,9.63019,-1.64283,8.84937,0.250986
1429,8.93382,0.0890589,3.69045,-3.1077
1430,10.0778,-3.68687,1.60806,-2.16365
1431,8.16449,-5.75408,2.08375,-2.26462
1432,12.9597,-5.75964,3.36496,0.0183343
1433,16.4976,-3.73173,3.25165,-1.30767
1434,16.8878,-6.50528,2.60065,-0.116304
1435,15.5373,-8.23911,3.84365,-0.497639
1436,19.3296,-5.40649,6.1086,0.215065
1437,21.5597,-8.08077,6.62764,1.32816
1438,24.3322,-8.0493,6.09414,0.220234
1439,25.3456,-5.55639,4.62515,0.435852
1440,26.9131,-5.17575,2.43352,-1.90964
1441,18.9034,-7.39914,2.98744,-3.4108
1442,9.81949,-4.58899,1.34808,-6.07736
1443,7.14019,-4.45799,0.821812,-3.97618
1444,6.37784,-8.03506,0.55801,-5.8872
1445,-1.20523,-10.4465,-1.86989,-6.06848
1446,-0.978444,-10.8837,-0.365918,-4.61108
1447,-6.73707,-10.0403,0.51746,-5.14102
1448,-8.76001,-6.11959,2.97434,-4.18572
1449,-11.6519,-4.16818,2.24657,-2.42087
1450,-11.5204,0.161209,-0.527121,-1.37205
1451,-8.38691,-3.46813,0.993644,0.028667
1452,-10.9599,-4.54486,1.93205,1.06963
1453,-4.65372,-3.63859,2.47762,2.41775
1454,-3.41677,-4.36254,2.84317,2.42132
1455,2.99533,0.291449,1.97804,3.18935
1456,-1.21962,-1.04404,4.52215,6.93547
1457,-1.98972,-0.433677,5.32754,4.65743
1458,-2.97978,1.36371,3.89563,2.10585
1459,1.22277,5.70291,4.74983,3.52795
1460,-1.66347,6.74728,1.51632,0.755524
1461,-4.60262,4.21714,3.04012,-0.244665
1462,-6.71334,5.05682,5.54126,0.341269
1463,-4.41872,6.62981,4.08205,-4.29949
1464,-6.13704,2.79568,3.01803,-2.76503
1465,-2.23146,0.642655,3.93186,-1.35006
1466,0.703669,0.622404,3.54537,1.29815
1467,5.56067,1.27648,1.56816,1.78386
1468,3.50301,4.33528,1.47799,-0.322249
1469,8.56254,3.94449,2.66111,2.45191
1470,7.12223,3.67105,2.53279,2.64632
1471,8.7439,5.7258,0.878332,1.55405
1472,7.17356,4.40043,-1.18246,1.02675
1473,8.05465,-0.534873,-0.46271,-0.460778
1474,2.1125,-0.149628,0.0975431,-0.849347
1475,-0.932476,-2.13214,-1.8174,-1.27818
1476,-0.0665119,2.06046,-1.34109,-2.65487
1477,1.99811,-0.812152,2.3736,-0.974534
1478,0.421024,-1.19698,2.11476,1.90074
1479,-2.37909,-0.534252,1.28721,0.335699
1480,-2.98328,-2.10577,1.94289,2.61458
1481,-2.08287,-1.91524,0.512821,-0.256042
1482,1.05377,-1.14904,-2.57188,-1.52053
1483,-1.72051,-4.32235,-0.122402,-0.784204
1484,-7.10932,-5.4097,2.85184,-0.665096
1485,-4.39548,-2.97118,-1.88018,-0.662991
1486,-3.24539,-0.545488,-1.88322,2.09847
1487,-7.04843,2.31299,0.478562,1.7271
1488,-7.33752,5.60253,-2.25722,-0.630526
1489,-4.69565,4.63884,-2.77007,0.707768
1490,-3.57491,4.70424,-3.17261,-0.678861
1491,-3.0588,1.42955,0.924581,0.0791553
1492,-3.11548,0.203857,-3.16488,-2.8256
1493,-3.12132,-1.1897,2.38722,-0.842915
1494,1.94838,3.15749,1.43275,-1.39526
1495,3.22619,0.444385,2.79114,-0.885078
1496,1.15581,1.89869,-0.214647,-0.182151
1497,2.9063,3.47823,-1.08726,-1.37157
1498,0.0182615,1.54882,-0.983412,-0.633207
1499,-1.4591,1.02453,1.89797,-1.69696
1500,8.5468,3.07125,-1.81055,-1.86703
1501,9.41714,0.75493,-0.208929,-2.21486
1502,4.42082,0.475291,1.0664,-2.01036
1503,8.82905,-2.0801,-0.298309,-2.18148
1504,7.74692,-3.01673,0.716672,-1.78163
1505,5.63778,-2.78205,2.90968,-1.56203
1506,9.43034,-3.16667,0.72371,-1.62202
1507,9.04496,-0.626674,0.869906,-0.106475
1508,3.35625,1.42358,-0.0457308,-1.90221
1509,2.19792,-0.323854,-2.10851,-1.32611
1510,3.38678,1.11973,-2.45284,1.08905
1511,-1.20599,-0.169343,-3.7151,1.79134
1512,-3.85911,-0.361799,-2.13033,1.25942
1513,-0.290164,0.54616,-2.86,0.16775
1514,0.658279,2.03975,-0.323968,-0.49117
1515,-3.94627,4.12,-0.120644,-1.44234
1516,-9.26804,3.48367,-0.441055,-3.02109
1517,-12.6029,5.69513,1.68787,-3.52585
1518,-9.7952,2.9824,1.03678,-3.40828
1519,-12.8721,-0.501419,3.04098,-3.5549
1520,-19.0912,-3.80662,3.55287,-2.18228
1521,-24.1232,-5.4511,4.06979,-1.25093
1522,-27.5656,-7.98616,3.97983,-1.81686
1523,-32.2969,-12.8602,5.27215,1.90101
1524,-32.5477,-12.4564,6.04486,4.88345
1525,-27.079,-10.7247,7.89073,7.02559
1526,-21.5189,-10.671,5.44423,4.55864
1527,-17.3253,-14.1045,0.740607,2.23224
1528,-19.6136,-16.083,-2.24322,-1.86591
1529,-18.4715,-17.1087,-6.05226,-2.27645
1530,-13.4712,-16.0377,-6.85458,-2.58768
1531,-10.6983,-14.9345,-4.26704,-0.906071
1532,-6.13179,-10.3229,-2.15178,0.905654
1533,-0.424686,-8.82446,-2.82504,3.27003
1534,3.18546,-4.3324,-1.28,5.72726
1535,1.73429,-2.57034,-4.12438,4.91083
1536,3.99927,-1.02598,-4.50233,7.66386
1537,2.7255,-3.1186,-0.57272,7.65247
1538,2.05837,-5.22227,1.66454,5.80533
1539,3.17462,-6.29888,2.27335,5.54861
1540,6.46236,-3.49996,3.91929,5.53293
1541,8.46095,-1.05602,4.20156,4.91098
1542,6.4895,-0.252887,2.73671,1.46389
1543,5.43117,-1.76909,2.38219,2.39172
1544,1.50869,2.12587,-0.668434,2.56473
1545,6.85313,0.111243,-0.042813,2.62995
1546,8.91224,-2.58411,-1.45411,1.9962
1547,14.1152,-3.47752,-1.06246,3.17342
1548,11.9161,-1.72881,-0.748401,1.60762
1549,13.3678,-1.52113,0.0360969,2.56188
1550,11.9147,-4.32274,1.66658,3.63534
1551,11.2153,-2.15685,2.40347,2.69676
1552,10.3802,-0.716961,3.30066,2.86881
1553,9.92826,-0.0201597,3.24512,0.605843
1554,9.86113,3.78828,2.71271,0.698424
1555,7.19599,4.24062,2.145,-0.452752
1556,6.42031,4.33291,0.588265,-1.47833
1557,6.59841,2.40143,0.626596,-0.0810135
1558,5.89574,4.55036,0.0300095,-1.15326
1559,5.6768,4.24465,-0.823046,-0.827749
1560,6.95889,2.02305,-3.4673,-0.120386
1561,4.79406,-0.050699,-5.01208,-0.094288
1562,4.00189,0.00388907,-3.01444,-0.314507
1563,3.78669,1.32296,-0.262322,0.400255
1564,3.5599,1.75283,0.44246,-0.0328102
1565,1.12641,5.26198,1.64988,-0.524316
1566,-0.266986,4.39404,1.10757,-1.83295
1567,-2.88038,3.92334,-0.135376,-1.97264
1568,-8.67975,3.69881,2.01932,-2.77914
1569,-11.1731,3.09913,2.15111,-1.7104
1570,-13.6187,2.57319,3.68613,0.353632
1571,-12.4938,1.88482,5.01908,1.34829
1572,-13.0242,-0.778464,3.72226,1.26014
1573,-12.9699,-1.5016,2.53064,0.732655
1574,-14.4427,-3.31967,3.05773,1.85356
1575,-12.717,-4.73343,3.72808,2.46345
1576,-12.0817,-5.02296,2.24942,-0.685874
1577,-14.9525,-1.9342,4.05512,-0.94506
1578,-17.8175,-1.61738,4.83909,-0.863901
1579,-19.1667,-1.66277,3.37073,-1.1748
1580,-23.1347,-0.751331,1.60979,-1.23474
1581,-20.039,-0.672825,0.409163,-0.623785
1582,-19.4348,3.33527,-0.652834,0.657419
1583,-16.8,0.634376,-1.30128,0.903783
1584,-11.2802,2.61694,-1.02645,1.76032
1585,-5.82194,2.62661,0.36717,3.01468
1586,-2.19509,0.306009,1.46826,3.1104
1587,3.4176,0.803905,1.39543,4.85225
1588,10.1239,1.91095,-1.22192,3.54068
1589,15.1136,4.41595,0.324175,4.80224
1590,17.9621,4.12626,-0.359721,2.97811
1591,17.066,1.92339,-0.360772,2.32381
1592,12.587,0.858892,0.558294,-0.154037
1593,19.3246,-2.76601,-1.19139,1.45787
1594,22.0401,-4.74354,-2.04433,1.80967
1595,22.6735,-3.80064,-2.34584,1.11088
1596,20.3956,-7.37196,-3.7057,2.11376
1597,15.5147,-10.1845,-2.47394,2.14671
1598,15.4506,-6.17711,-1.07311,1.84641
1599,11.2263,-5.29776,-1.04918,0.650539
1600,9.16906,-2.03484,0.625007,-0.20753
1601,8.15558,-3.66321,2.05207,-1.01174
1602,6.90696,-1.14009,-0.659834,-1.47841
1603,6.62233,-0.898726,-0.606585,-0.980543
1604,4.69866,-0.0911584,-0.467191,-1.15166
1605,4.97971,-0.445254,-1.20655,-1.60041
1606,3.57773,0.391776,-0.874709,-0.887724
1607,2.48799,3.07434,-0.464813,-0.987296
1608,1.55424,3.05749,-1.57536,-1.04556
1609,-1.37795,1.00839,-1.5067,-1.13697
1610,-0.98655,2.57554,-0.555995,-1.18882
1611,-2.99587,1.13669,-0.490552,-0.366334
1612,-2.89952,-0.473279,0.0298843,-1.84099
1613,-0.807472,1.39116,-1.17669,-1.93261
1614,0.549308,4.85822,-0.925675,-1.30208
1615,-2.77308,4.97321,-1.64042,-1.66567
1616,-4.01681,4.39922,-1.33337,-2.16867
1617,-3.99334,6.3394,-1.34319,-1.00013
1618,-2.21961,6.60142,-0.763569,-1.90978
1619,-3.89739,6.55845,-0.795884,-3.42114
1620,-4.72251,6.91532,-0.462561,-1.92662
1621,-2.6235,4.80716,-1.70507,-1.90953
1622,-1.68165,3.08923,-1.11036,-1.67973
1623,-2.77741,5.38078,-0.650966,0.128623
1624,-8.25617,1.73538,-0.833077,-0.08282
1625,-11.1689,1.39516,0.910497,-0.53982
1626,-11.5767,0.90917,-1.43327,-1.04562
1627,-9.17785,3.22931,-1.36383,-0.449568
1628,-8.08993,3.81362,-0.485348,-1.71383
1629,-11.8898,2.91915,1.47387,-1.54865
1630,-13.4739,2.42873,3.59237,-1.07027
1631,-16.5467,1.06804,6.16669,0.529802
1632,-14.8224,-0.856736,8.12739,1.20028
1633,-13.8136,-0.874023,7.05122,1.074
1634,-13.7448,-2.84538,6.19706,0.465043
1635,-15.8287,-4.18461,4.19122,0.81666
1636,-16.766,-4.14152,2.64815,-1.65298
1637,-8.41332,1.66714,1.71089,-1.8611
1638,-5.28807,6.04011,1.46382,-1.46022
1639,-1.92288,4.34575,0.306223,-0.483672
1640,-1.97537,4.98841,-0.711253,-0.621767
1641,-1.4919,3.25311,-1.23999,-0.824735
1642,-2.7663,2.83775,1.8992,0.782337
1643,-2.16829,3.91421,2.39678,-0.587543
1644,-4.29371,3.03224,2.53068,0.338016
1645,-6.51628,-0.321781,1.71208,0.931657
1646,-7.57048,-1.28838,2.78306,1.41098
1647,-11.0534,-3.627,3.24607,1.30951
1648,-12.9466,-3.81202,4.11455,0.233619
1649,-9.52017,-1.10844,3.12659,-0.65603
1650,-5.61798,2.13797,2.85548,-1.57739
1651,-4.52708,2.10922,1.45057,-1.73948
1652,-7.01353,2.01926,1.49732,-1.49044
1653,-7.74667,0.269693,1.31309,-0.285943
1654,-6.19466,2.59551,1.58183,0.00552506
1655,-6.08327,2.26538,-0.170669,0.156911
1656,-4.60707,1.58447,-0.338512,0.976948
1657,0.667965,1.94605,-0.0730582,1.73488
1658,-0.303622,3.77397,0.839349,1.99783
1659,-0.501664,4.44244,1.91135,2.54064
1660,-3.01357,2.95868,1.55284,1.30582
1661,-3.7843,3.96342,2.45554,0.553573
1662,-1.13446,8.35962,0.251631,-1.58954
1663,-2.6288,10.406,1.19188,-2.51958
1664,-6.19094,6.70023,0.642652,-2.29229
1665,-11.8125,3.13877,0.798549,-1.98147
1666,-13.1584,2.61768,2.20615,-1.48039
1667,-13.0278,1.55001,2.27349,-0.796329
1668,-11.7843,0.221285,0.624185,-0.219589
1669,-8.54571,1.48612,-0.380624,0.236525
1670,-5.13461,4.20581,-0.0623854,0.589284
1671,-1.37063,4.30986,0.791309,1.48415
1672,0.179038,5.04825,1.09727,2.37012
1673,-2.43829,3.15489,0.813593,1.7836
1674,-1.07799,2.86427,-0.752234,1.18807
1675,3.49245,4.25635,-1.37249,0.953682
1676,3.86201,3.27974,-3.28326,0.0915825
1677,7.45037,0.97679,-3.02263,0.925456
1678,7.81925,0.81581,-3.13626,0.623155
1679,7.8436,1.81882,-5.22048,1.01964
1680,7.44028,0.625585,-5.72243,1.47722
1681,8.106,-0.762597,-5.74351,1.37664
1682,5.07208,-2.53203,-2.94782,0.643022
1683,7.87654,1.03725,0.986419,1.94665
1684,7.76604,1.13743,0.805527,0.298064
1685,6.17232,2.79168,2.09862,0.352502
1686,5.06685,2.67082,1.33939,-0.181109
1687,4.53032,2.91686,-0.46536,-0.298676
1688,3.853,2.89789,-1.07028,0.13746
1689,4.39027,1.94197,-1.16044,1.3395
1690,4.69719,3.15909,0.772146,2.65401
1691,7.9173,4.16328,-1.07261,2.66903
1692,6.79684,5.29557,-2.93316,0.0575583
1693,5.46551,2.98444,-3.75388,-1.47783
1694,-0.0058696,0.104748,-3.08583,-1.38328
1695,-4.93766,0.845333,-1.46589,-2.54675
1696,-12.8915,-3.81989,-1.77873,-3.68598
1697,-18.5875,-6.9968,-2.3319,-4.31775
1698,-23.6623,-9.40315,-4.40981,-5.26281
1699,-29.5167,-11.2331,-1.88903,-5.09248
1700,-32.8981,-11.5134,-0.563573,-4.09978
1701,-33.7867,-12.9954,1.27535,-2.92197
1702,-36.1871,-12.687,0.827736,-2.38238
1703,-36.0441,-14.8928,-1.03967,-0.400695
1704,-33.7624,-13.8697,1.61196,1.40431
1705,-27.3326,-10.858,1.84068,1.98569
1706,-21.6398,-10.7281,1.83039,2.89738
1707,-16.7737,-13.6962,-0.700742,3.55157
1708,-14.1665,-12.3971,-1.7938,2.34101
1709,-4.01641,-7.60622,-5.31449,0.925885
1710,-0.547431,-7.96268,-6.01257,1.83815
1711,-0.174657,-8.2652,-4.90049,2.47607
1712,2.68029,-5.40753,-3.40907,3.39563
1713,7.55318,-8.1454,-3.80187,4.13308
1714,8.4665,-7.26303,-2.07501,5.66404
1715,12.3313,-7.81907,-4.48978,6.04153
